"","expedition_id","peak_id","peak_name","year","season","basecamp_date","highpoint_date","termination_date","termination_reason","highpoint_metres","members","member_deaths","hired_staff","hired_staff_deaths","oxygen_used","trekking_agency"
"3816","EVER01108","EVER","Everest",2001,"Spring",2001-04-07,2001-05-23,2001-05-26,"Success (main peak)",8850,7,0,6,0,TRUE,"High Country Trekking"
"3817","EVER01109","EVER","Everest",2001,"Spring",2001-04-04,2001-05-25,2001-05-31,"Success (main peak)",8850,17,0,15,0,TRUE,"Wilderness Experience"
"3818","EVER01110","EVER","Everest",2001,"Spring",2001-04-01,2001-05-23,2001-05-26,"Success (main peak)",8850,5,0,12,0,TRUE,"Arun Treks"
"3819","EVER01111","EVER","Everest",2001,"Spring",2001-04-12,2001-04-18,2001-04-24,"Illness, AMS, exhaustion, or frostbite",7300,2,0,3,0,TRUE,"Asian Trekking"
"3820","EVER01112","EVER","Everest",2001,"Spring",2001-04-05,2001-05-23,NA,"Accident (death or serious injury)",8500,1,1,1,0,TRUE,"Asian Trekking"
"3821","EVER01113","EVER","Everest",2001,"Spring",2001-04-06,2001-05-22,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8750,7,0,4,0,TRUE,"Cho Oyu Trekking"
"3822","EVER01114","EVER","Everest",2001,"Spring",2001-04-09,2001-05-10,2001-05-17,"Bad weather (storms, high winds)",7360,5,0,3,0,TRUE,"Asian Trekking"
"3823","EVER01115","EVER","Everest",2001,"Spring",2001-04-16,2001-05-23,2001-05-28,"Lack (or loss) of supplies or equipment",7100,1,0,2,0,FALSE,"Himalaya Expeditions"
"3824","EVER01116","EVER","Everest",2001,"Spring",2001-04-29,2001-05-22,2001-05-29,"Success (main peak)",8850,5,0,2,0,TRUE,"Asian Trekking"
"3825","EVER01117","EVER","Everest",2001,"Spring",2001-04-05,2001-05-23,2001-05-26,"Success (main peak)",8850,1,0,1,0,TRUE,"Asian Trekking"
"3826","EVER01118","EVER","Everest",2001,"Spring",2001-04-09,2001-05-23,2001-05-27,"Success (main peak)",8850,3,0,3,0,TRUE,"Asian Trekking"
"3827","EVER01119","EVER","Everest",2001,"Spring",2001-04-05,2001-05-22,2001-05-26,"Success (main peak)",8850,9,0,5,0,TRUE,"Sherpa Alpine Trekking"
"3828","EVER01120","EVER","Everest",2001,"Spring",2001-04-10,2001-05-23,2001-05-25,"Success (main peak)",8850,6,0,4,0,TRUE,"Cho Oyu Trekking"
"3829","EVER01121","EVER","Everest",2001,"Spring",2001-04-03,2001-05-23,2001-05-29,"Success (main peak)",8850,20,0,13,0,TRUE,"Himalaya Expeditions"
"3830","EVER01122","EVER","Everest",2001,"Spring",2001-04-09,2001-05-22,2001-05-25,"Success (main peak)",8850,12,0,3,0,TRUE,"Asian Trekking"
"3831","EVER01123","EVER","Everest",2001,"Spring",2001-04-18,2001-05-22,2001-05-25,"Success (main peak)",8850,7,0,1,0,TRUE,"Thamserku Trekking"
"3832","EVER01124","EVER","Everest",2001,"Spring",2001-04-05,2001-05-23,2001-05-26,"Other",8300,4,0,0,0,TRUE,"Asian Trekking"
"3833","EVER01125","EVER","Everest",2001,"Spring",NA,NA,NA,"Did not attempt climb",7000,12,0,0,0,FALSE,"Great Escapes Trekking"
"3834","EVER01126","EVER","Everest",2001,"Spring",2001-04-12,2001-05-23,2001-05-27,"Success (main peak)",8850,2,1,1,0,TRUE,"Arun Treks"
"3835","EVER01127","EVER","Everest",2001,"Spring",2001-05-08,2001-05-24,2001-06-01,"Lack (or loss) of supplies or equipment",7800,5,0,0,0,FALSE,"Asian Trekking"
"3836","EVER01128","EVER","Everest",2001,"Spring",2001-03-20,2001-05-25,2001-05-28,"Lack (or loss) of supplies or equipment",8700,11,0,19,0,TRUE,"Great Escapes Trekking"
"3837","EVER01129","EVER","Everest",2001,"Spring",2001-03-30,2001-05-19,2001-05-23,"Success (main peak)",8850,2,0,4,0,TRUE,"Great Escapes Trekking"
"3838","EVER01130","EVER","Everest",2001,"Spring",2001-04-05,2001-05-25,2001-06-03,"Success (main peak)",8850,14,0,4,0,TRUE,"Wilderness Experience"
"3839","EVER01131","EVER","Everest",2001,"Spring",2001-04-09,2001-05-23,2001-05-31,"Success (main peak)",8850,25,0,8,0,TRUE,"Mountain Experience"
"3840","EVER01132","EVER","Everest",2001,"Spring",2001-04-24,2001-05-25,2001-05-27,"Illness, AMS, exhaustion, or frostbite",8500,2,0,0,0,FALSE,"Asian Trekking"
"3841","EVER01133","EVER","Everest",2001,"Spring",2001-04-09,2001-05-23,2001-05-27,"Success (main peak)",8850,1,0,1,0,TRUE,"Thamserku Trekking"
"3842","EVER01134","EVER","Everest",2001,"Spring",2001-04-18,2001-05-22,2001-06-09,"Success (main peak)",8850,13,0,3,0,TRUE,"Asian Trekking"
"3843","EVER01135","EVER","Everest",2001,"Spring",2001-04-10,2001-05-22,2001-05-29,"Success (main peak)",8850,11,0,12,0,TRUE,"Mandala Trekking"
"3844","EVER01136","EVER","Everest",2001,"Spring",2001-04-14,2001-05-23,2001-05-28,"Success (main peak)",8850,15,0,4,0,TRUE,"Iceland Trekking"
"3845","EVER01137","EVER","Everest",2001,"Spring",2001-04-09,2001-05-24,2001-05-27,"Success (main peak)",8850,3,0,2,0,TRUE,"Thamserku Trekking"
"3846","EVER01138","EVER","Everest",2001,"Spring",2001-04-05,2001-05-05,2001-05-14,"Bad weather (storms, high winds)",8300,5,0,1,0,FALSE,"Asian Trekking"
"3847","EVER01139","EVER","Everest",2001,"Spring",2001-04-13,2001-05-22,2001-05-28,"Bad weather (storms, high winds)",8300,2,0,0,0,FALSE,"Asian Trekking"
"3848","EVER01140","EVER","Everest",2001,"Spring",2001-04-24,2001-05-12,2001-05-23,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,2,0,2,0,FALSE,"Asian Trekking"
"3849","EVER01141","EVER","Everest",2001,"Spring",2001-04-09,2001-05-23,2001-05-27,"Success (main peak)",8850,3,0,0,0,TRUE,"Thamserku Trekking"
"3850","EVER01142","EVER","Everest",2001,"Spring",2001-04-15,2001-05-22,2001-05-25,"Success (main peak)",8850,2,0,1,0,TRUE,"Asian Trekking"
"3851","EVER01144","EVER","Everest",2001,"Spring",2001-03-30,2001-05-20,2001-05-28,"Illness, AMS, exhaustion, or frostbite",7800,5,0,2,0,FALSE,"Great Escapes Trekking"
"3852","EVER01145","EVER","Everest",2001,"Spring",2001-04-22,2001-05-23,2001-05-30,"Success (main peak)",8850,6,0,3,0,TRUE,"Asian Trekking"
"3853","EVER01146","EVER","Everest",2001,"Spring",2001-04-14,2001-05-16,2001-05-22,"Bad weather (storms, high winds)",8500,5,0,30,0,TRUE,"Asian Trekking"
"3854","EVER01147","EVER","Everest",2001,"Spring",2001-04-07,2001-05-22,2001-05-28,"Success (main peak)",8850,10,0,2,0,TRUE,"Ang Nuru Sherpa/Asian Trekking"
"3855","EVER01148","EVER","Everest",2001,"Spring",2001-04-05,2001-05-22,2001-05-30,"Success (main peak)",8850,13,1,0,0,TRUE,"Windhorse Trekking"
"3856","EVER01149","EVER","Everest",2001,"Spring",2001-04-12,2001-05-20,2001-05-26,"Bad weather (storms, high winds)",6900,12,0,5,0,FALSE,"Asian Trekking"
"3857","EVER01150","EVER","Everest",2001,"Spring",2001-05-09,2001-05-22,2001-05-28,"Success (main peak)",8850,14,0,7,0,TRUE,"Asian Trekking (Dawa)"
"3858","EVER01143","EVER","Everest",2001,"Spring",2001-04-14,2001-05-23,2001-05-28,"Success (main peak)",8850,2,0,0,0,TRUE,"Asian Trekking"
"3859","GANC01101","GANC","Ganchenpo",2001,"Spring",2001-05-14,2001-05-17,2001-05-19,"Route technically too difficult, lack of experience, strength, or motivation",5550,3,0,0,0,FALSE,"Great Escapes Trekking"
"3860","HIML01101","HIML","Himlung Himal",2001,"Spring",2001-04-27,2001-05-14,2001-05-24,"Success (main peak)",7126,10,0,2,0,FALSE,"Churen Himal Treks"
"3861","KTOK99201","KTOK","Kangtokal",1999,"Summer",NA,NA,NA,"Did not attempt climb",NA,5,0,0,0,FALSE,"Cosmo Treks"
"3862","KANG01101","KANG","Kangchenjunga",2001,"Spring",2001-04-11,2001-05-15,2001-05-21,"Success (main peak)",8586,9,0,0,0,TRUE,"Asian Trekking"
"3863","LHOT01101","LHOT","Lhotse",2001,"Spring",2001-04-07,2001-05-21,2001-05-26,"Success (main peak)",8516,11,0,0,0,TRUE,"Everest Parivar"
"3864","LHOT01102","LHOT","Lhotse",2001,"Spring",2001-04-07,2001-05-23,2001-05-27,"Success (main peak)",8516,2,0,0,0,FALSE,"Asian Trekking"
"3865","LHOT01103","LHOT","Lhotse",2001,"Spring",2001-04-10,2001-05-23,2001-05-27,"Success (main peak)",8516,7,0,1,0,TRUE,"Himalayan Guides"
"3866","LHOT01104","LHOT","Lhotse",2001,"Spring",2001-05-07,2001-05-23,2001-05-25,"Success (main peak)",8516,6,0,4,0,FALSE,"Sea to Summit Trekking"
"3867","LHOT01105","LHOT","Lhotse",2001,"Spring",2001-04-07,2001-04-18,2001-05-13,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600,1,0,0,0,FALSE,"Asian Trekking"
"3868","LHOT01106","LHOT","Lhotse",2001,"Spring",2001-04-06,2001-05-21,2001-05-27,"Success (main peak)",8516,1,0,0,0,TRUE,"Asian Trekking"
"3869","LHOT01107","LHOT","Lhotse",2001,"Spring",2001-04-06,2001-05-21,2001-05-27,"Success (main peak)",8516,1,0,1,0,TRUE,"Asian Trekking"
"3870","LHOT01108","LHOT","Lhotse",2001,"Spring",2001-04-11,2001-04-29,2001-05-02,"Success (main peak)",8516,6,0,2,0,TRUE,"Beyond Base Camp"
"3871","LHOM01101","LHOM","Lhotse Middle",2001,"Spring",2001-03-29,2001-05-23,2001-05-28,"Success (main peak)",8410,15,0,4,0,TRUE,"Asian Trekking"
"3872","LHOT01110","LHOT","Lhotse",2001,"Spring",2001-05-05,2001-05-16,2001-05-19,"Success (main peak)",8516,5,0,4,0,TRUE,"Windhorse Trekking"
"3873","LHOT01109","LHOT","Lhotse",2001,"Spring",2001-04-26,2001-04-29,2001-05-01,"Did not attempt climb",6100,4,0,1,0,FALSE,"Himalayan Guides"
"3874","LSHR01101","LSHR","Lhotse Shar",2001,"Spring",2001-03-24,2001-04-22,2001-05-03,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,5,0,5,0,FALSE,"Windhorse Trekking"
"3875","MAKA01101","MAKA","Makalu",2001,"Spring",2001-05-01,2001-05-14,2001-05-20,"Success (main peak)",8485,8,0,2,0,FALSE,"International Trekkers (Intrek Asia)"
"3876","MAKA01102","MAKA","Makalu",2001,"Spring",2001-04-29,2001-05-14,2001-05-17,"Accident (death or serious injury)",8400,1,1,0,0,FALSE,"Karyang Kurung Treks"
"3877","MAKA01103","MAKA","Makalu",2001,"Spring",2001-04-05,2001-04-21,2001-05-14,"Bad weather (storms, high winds)",7000,7,0,0,0,FALSE,"Windhorse Trekking"
"3878","MAKA01104","MAKA","Makalu",2001,"Spring",2001-04-02,2001-05-01,2001-05-13,"Bad weather (storms, high winds)",8330,8,0,3,0,FALSE,"Sherpa Alpine Trekking"
"3879","MAKA01105","MAKA","Makalu",2001,"Spring",2001-04-12,2001-05-12,2001-05-18,"Success (main peak)",8485,9,0,4,0,TRUE,"Wilderness Experience"
"3880","MAKA01106","MAKA","Makalu",2001,"Spring",2001-04-12,2001-05-14,2001-05-17,"Success (main peak)",8485,11,0,2,0,FALSE,"Asian Trekking"
"3881","MAKA01107","MAKA","Makalu",2001,"Spring",2001-04-16,2001-05-14,2001-05-19,"Success (main peak)",8485,10,0,2,0,FALSE,"Thamserku Trekking"
"3882","MAKA01108","MAKA","Makalu",2001,"Spring",2001-04-03,2001-05-12,2001-05-18,"Success (main peak)",8485,7,0,0,0,TRUE,"Nepal Himalaya"
"3883","MAKA01110","MAKA","Makalu",2001,"Spring",2001-04-08,2001-05-14,2001-05-17,"Success (main peak)",8485,6,0,2,0,FALSE,"Beyond Base Camp"
"3884","MAKA01109","MAKA","Makalu",2001,"Spring",2001-04-10,2001-05-13,2001-05-17,"Illness, AMS, exhaustion, or frostbite",8440,15,0,4,0,TRUE,"Thamserku Trekking (Parajuli)"
"3885","MANA01101","MANA","Manaslu",2001,"Spring",2001-04-14,2001-05-10,2001-05-14,"Bad weather (storms, high winds)",7500,2,0,3,0,FALSE,"Asian Trekking"
"3886","MANA01102","MANA","Manaslu",2001,"Spring",2001-04-08,2001-05-08,2001-05-13,"Bad weather (storms, high winds)",7450,9,0,0,0,FALSE,"Asian Trekking"
"3887","MANA01103","MANA","Manaslu",2001,"Spring",2001-04-01,2001-05-22,2001-05-24,"Success (main peak)",8163,15,0,0,0,FALSE,"Windhorse Trekking"
"3888","PUMO01101","PUMO","Pumori",2001,"Spring",2001-04-27,2001-05-07,2001-05-08,"Success (main peak)",7138,5,0,1,0,FALSE,"Himalayan High Country Treks"
"3889","RAKS01101","RAKS","Raksha Urai",2001,"Spring",2001-05-14,2001-05-19,2001-05-25,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800,5,0,0,0,FALSE,"Himaland Adventure Treks"
"3890","SIMN01101","SIMN","Simnang Himal",2001,"Spring",2001-04-01,2001-05-16,2001-05-24,"Success (main peak)",6251,4,0,0,0,FALSE,"Windhorse Trekking"
"3891","TILI01101","TILI","Tilicho",2001,"Spring",2001-04-26,2001-05-10,2001-05-12,"Success (main peak)",7134,4,0,3,0,FALSE,"Iceland Trekking"
"3892","PUMO01102","PUMO","Pumori",2001,"Spring",2001-04-04,2001-04-23,2001-04-29,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,5,0,0,0,FALSE,"Asian Trekking"
"3893","TILI00306","TILI","Tilicho",2000,"Autumn",NA,NA,NA,"Success (subpeak)",6646,2,0,0,0,FALSE,"Unknown"
"3894","FIRW87301","FIRW","Firnkopf West",1987,"Autumn",1987-10-17,1987-10-25,1987-10-27,"Success (main peak)",6745,3,0,2,0,FALSE,"International Trekkers (Intrek Asia)"
"3895","URKM99101","URKM","Urkinmang",1999,"Spring",NA,1999-05-15,NA,"Success (main peak)",6143,3,0,1,0,FALSE,"None"
"3896","AMAD98332","AMAD","Ama Dablam",1998,"Autumn",1998-10-18,1998-10-20,1998-10-20,"Success (main peak)",6814,1,0,0,0,FALSE,"None"
"3897","AMAD99321","AMAD","Ama Dablam",1999,"Autumn",1999-10-24,1999-10-25,1999-10-26,"Success (main peak)",6814,1,0,0,0,FALSE,"None"
"3898","DHA101304","DHA1","Dhaulagiri I",2001,"Autumn",2001-09-25,2001-10-11,2001-10-20,"Success (main peak)",8167,4,3,0,0,FALSE,"Cosmo Treks"
"3899","TENG00301","TENG","Tengkoma",2000,"Autumn",NA,2000-11-15,NA,"Success (main peak)",6215,3,0,0,0,FALSE,"None"
"3900","AMAD01301","AMAD","Ama Dablam",2001,"Autumn",2001-10-25,2001-11-10,2001-11-14,"Success (main peak)",6814,8,0,0,0,FALSE,"Arun Treks"
"3901","AMAD01302","AMAD","Ama Dablam",2001,"Autumn",2001-10-23,2001-11-06,2001-11-09,"Success (main peak)",6814,5,0,1,0,FALSE,"Nomad Expeditions"
"3902","AMAD01303","AMAD","Ama Dablam",2001,"Autumn",2001-10-10,2001-10-18,2001-10-25,"Success (main peak)",6814,7,0,3,0,FALSE,"Destination Nepal"
"3903","AMAD01304","AMAD","Ama Dablam",2001,"Autumn",2001-09-29,2001-10-12,2001-10-18,"Success (main peak)",6814,6,0,2,0,FALSE,"Himalayan Sherpa Adventure"
"3904","AMAD01305","AMAD","Ama Dablam",2001,"Autumn",2001-10-07,2001-10-19,2001-10-21,"Success (main peak)",6814,6,0,3,0,FALSE,"Highland Sherpa"
"3905","AMAD01306","AMAD","Ama Dablam",2001,"Autumn",2001-10-13,2001-10-24,2001-10-26,"Success (main peak)",6814,2,0,2,0,FALSE,"Mountain Madness"
"3906","AMAD01307","AMAD","Ama Dablam",2001,"Autumn",2001-10-05,2001-10-17,2001-10-21,"Success (main peak)",6814,12,0,3,0,FALSE,"Thamserku Trekking"
"3907","AMAD01308","AMAD","Ama Dablam",2001,"Autumn",2001-10-26,2001-11-04,2001-11-07,"Success (main peak)",6814,3,0,0,0,FALSE,"Himalayan Guides"
"3908","AMAD01309","AMAD","Ama Dablam",2001,"Autumn",2001-10-21,2001-10-28,2001-11-01,"Success (main peak)",6814,3,0,1,0,FALSE,"Wilderness Experience"
"3909","AMAD01310","AMAD","Ama Dablam",2001,"Autumn",2001-10-12,2001-10-18,2001-10-30,"Success (main peak)",6814,7,0,1,0,FALSE,"Iceland Trekking"
"3910","AMAD01311","AMAD","Ama Dablam",2001,"Autumn",2001-10-09,2001-10-18,2001-10-26,"Success (main peak)",6814,15,0,4,0,FALSE,"Everest Parivar"
"3911","AMAD01312","AMAD","Ama Dablam",2001,"Autumn",2001-10-26,2001-10-31,2001-11-05,"Success (main peak)",6814,5,0,0,0,FALSE,"Edelweiss Trekking"
"3912","AMAD01313","AMAD","Ama Dablam",2001,"Autumn",2001-10-28,2001-11-01,2001-11-03,"Success (main peak)",6814,7,0,1,0,FALSE,"Sherpa & Swiss Adventures"
"3913","AMAD01314","AMAD","Ama Dablam",2001,"Autumn",2001-10-26,2001-11-06,2001-11-12,"Success (main peak)",6814,6,0,0,0,FALSE,"Cho Oyu Trekking"
"3914","AMAD01315","AMAD","Ama Dablam",2001,"Autumn",2001-09-18,2001-09-28,2001-09-29,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100,4,0,1,0,FALSE,"Trekking International"
"3915","AMAD01316","AMAD","Ama Dablam",2001,"Autumn",2001-11-09,2001-11-15,2001-11-19,"Lack of time",6200,6,0,0,0,FALSE,"Himalayan High Country Treks"
"3916","AMAD01317","AMAD","Ama Dablam",2001,"Autumn",2001-10-24,2001-10-26,NA,"Success (main peak)",6814,3,0,3,0,FALSE,"Arun Treks"
"3917","AMAD01402","AMAD","Ama Dablam",2001,"Winter",2001-11-28,2001-12-07,2001-12-09,"Route technically too difficult, lack of experience, strength, or motivation",6500,4,0,0,0,FALSE,"Trans Himalayan Trekking (THT)"
"3918","AMAD01401","AMAD","Ama Dablam",2001,"Winter",2001-11-28,2001-12-07,2001-12-09,"Success (main peak)",6814,8,0,2,0,FALSE,"Summit Nepal Trekking"
"3919","ANN301301","ANN3","Annapurna III",2001,"Autumn",2001-09-30,2001-10-20,2001-10-22,"Route technically too difficult, lack of experience, strength, or motivation",6100,4,0,0,0,FALSE,"All Nepal Trekking"
"3920","ANN401301","ANN4","Annapurna IV",2001,"Autumn",2001-08-21,2001-09-22,2001-09-30,"Bad weather (storms, high winds)",7000,8,0,3,0,FALSE,"Sea to Summit Trekking"
"3921","ANN401302","ANN4","Annapurna IV",2001,"Autumn",2001-10-11,2001-10-22,2001-10-25,"Route technically too difficult, lack of experience, strength, or motivation",5900,4,0,0,0,FALSE,"Asian Trekking"
"3922","ANN401303","ANN4","Annapurna IV",2001,"Autumn",2001-09-24,2001-10-03,2001-10-05,"Success (main peak)",7525,6,0,3,0,FALSE,"Barunche Treks"
"3923","APIM01301","APIM","Api Main",2001,"Autumn",2001-09-18,2001-10-06,2001-10-15,"Success (main peak)",7132,6,0,0,0,TRUE,"Cosmo Treks"
"3924","BARU01301","BARU","Baruntse",2001,"Autumn",2001-10-13,2001-10-18,2001-10-21,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,5,0,1,0,FALSE,"Thamserku Trekking"
"3925","BARU01302","BARU","Baruntse",2001,"Autumn",2001-10-10,2001-10-20,2001-10-23,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6950,12,0,2,0,FALSE,"Thamserku Trekking"
"3926","BARU01303","BARU","Baruntse",2001,"Autumn",2001-10-25,2001-10-31,2001-11-02,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000,2,0,0,0,FALSE,"High Country Trekking"
"3927","BARU01304","BARU","Baruntse",2001,"Autumn",2001-10-15,2001-10-25,2001-10-28,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,8,0,2,0,FALSE,"Cho Oyu Trekking"
"3928","BARU01305","BARU","Baruntse",2001,"Autumn",2001-10-09,2001-10-18,2001-10-20,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6800,6,0,2,0,FALSE,"Great Himalayan Adventure (GHA)"
"3929","BARU01306","BARU","Baruntse",2001,"Autumn",2001-10-17,2001-10-23,2001-10-27,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,9,0,4,0,FALSE,"Khumbi-ila Mt. & Trekking"
"3930","BARU01308","BARU","Baruntse",2001,"Autumn",2001-10-02,2001-10-08,2001-10-14,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6155,19,0,0,0,FALSE,"Parbat Kailash Adventures Treks"
"3931","BARU01307","BARU","Baruntse",2001,"Autumn",2001-10-19,2001-10-24,2001-10-26,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700,4,0,0,0,FALSE,"Himalayan Garden Treks"
"3932","CHOY01324","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-26,2001-09-30,"Success (main peak)",8188,1,0,3,0,TRUE,"Great Escapes Trekking"
"3933","CHOY01301","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-25,2001-09-29,"Success (main peak)",8188,1,0,1,0,FALSE,"Asian Trekking"
"3934","CHOY01302","CHOY","Cho Oyu",2001,"Autumn",2001-09-07,2001-10-04,2001-10-10,"Bad weather (storms, high winds)",8150,1,0,1,0,FALSE,"Thamserku Trekking"
"3935","CHOY01303","CHOY","Cho Oyu",2001,"Autumn",2001-08-28,2001-09-22,2001-09-27,"Success (main peak)",8188,10,1,3,0,TRUE,"Thamserku Trekking"
"3936","CHOY01304","CHOY","Cho Oyu",2001,"Autumn",2001-08-22,2001-09-22,2001-09-27,"Success (main peak)",8188,3,0,3,0,TRUE,"Rolwaling Treks"
"3937","CHOY01305","CHOY","Cho Oyu",2001,"Autumn",2001-08-30,2001-09-25,NA,"Success (main peak)",8188,3,0,3,0,FALSE,"Asian Trekking"
"3938","CHOY01306","CHOY","Cho Oyu",2001,"Autumn",2001-09-05,2001-09-24,2001-09-29,"Success (main peak)",8188,2,0,3,0,FALSE,"Asian Trekking"
"3939","CHOY01307","CHOY","Cho Oyu",2001,"Autumn",2001-09-16,2001-10-09,2001-10-15,"Success (main peak)",8188,7,0,3,0,TRUE,"Rolwaling Excursion"
"3940","CHOY01308","CHOY","Cho Oyu",2001,"Autumn",2001-08-25,2001-09-22,2001-09-27,"Success (main peak)",8188,10,0,3,0,FALSE,"Asian Trekking"
"3941","CHOY01309","CHOY","Cho Oyu",2001,"Autumn",2001-09-18,2001-10-10,2001-10-20,"Success (main peak)",8188,11,0,3,0,FALSE,"Wilderness Experience"
"3942","CHOY01310","CHOY","Cho Oyu",2001,"Autumn",2001-09-19,2001-10-09,2001-10-13,"Success (main peak)",8188,8,0,1,0,FALSE,"Thamserku Trekking"
"3943","CHOY01311","CHOY","Cho Oyu",2001,"Autumn",2001-09-17,2001-10-08,2001-10-12,"Success (main peak)",8188,3,0,5,0,TRUE,"Cosmo Treks"
"3944","CHOY01312","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-21,2001-09-25,"Success (main peak)",8188,4,0,3,0,TRUE,"Mountain Experience"
"3945","CHOY01313","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-25,2001-09-30,"Success (main peak)",8188,5,0,4,0,TRUE,"Great Escapes Trekking"
"3946","CHOY01315","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-27,2001-09-30,"Success (main peak)",8188,2,0,0,0,FALSE,"Great Escapes Trekking"
"3947","CHOY01317","CHOY","Cho Oyu",2001,"Autumn",2001-09-07,2001-09-24,2001-09-29,"Success (main peak)",8188,1,0,0,0,FALSE,"Thamserku Trekking"
"3948","CHOY01316","CHOY","Cho Oyu",2001,"Autumn",2001-09-10,2001-09-26,2001-10-02,"Success (main peak)",8188,7,0,3,0,FALSE,"Thamserku Trekking"
"3949","CHOY01319","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-24,2001-09-29,"Success (main peak)",8188,1,0,0,0,FALSE,"Asian Trekking"
"3950","CHOY01320","CHOY","Cho Oyu",2001,"Autumn",2001-09-08,2001-09-26,2001-09-29,"Success (main peak)",8188,3,0,1,0,FALSE,"Explore Himalaya"
"3951","CHOY01321","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-23,2001-09-29,"Success (main peak)",8188,2,0,1,0,TRUE,"Asian Trekking"
"3952","CHOY01322","CHOY","Cho Oyu",2001,"Autumn",2001-09-10,2001-09-26,2001-09-29,"Success (main peak)",8188,2,0,3,0,FALSE,"Monterosa Treks"
"3953","CHOY01323","CHOY","Cho Oyu",2001,"Autumn",2001-09-16,2001-10-10,2001-10-15,"Success (main peak)",8188,6,0,3,0,FALSE,"Asian Trekking"
"3954","CHOY01325","CHOY","Cho Oyu",2001,"Autumn",2001-09-05,2001-09-27,NA,"Success (main peak)",8188,8,0,2,0,TRUE,"Asian Trekking"
"3955","CHOY01326","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-21,2001-09-26,"Success (main peak)",8188,9,0,3,0,TRUE,"Himalayan Guides"
"3956","CHOY01327","CHOY","Cho Oyu",2001,"Autumn",2001-10-09,2001-10-16,2001-11-02,"Success (main peak)",8188,8,0,2,0,FALSE,"Mandala Trekking"
"3957","CHOY01328","CHOY","Cho Oyu",2001,"Autumn",2001-09-08,2001-10-05,2001-10-10,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7050,2,0,2,0,TRUE,"Thamserku Trekking"
"3958","CHOY01329","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-17,2001-09-29,"Illness, AMS, exhaustion, or frostbite",7100,1,0,0,0,FALSE,"Asian Trekking"
"3959","CHOY01331","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-24,2001-09-29,"Success (main peak)",8188,2,0,0,0,TRUE,"Mountain Madness"
"3960","CHOY01332","CHOY","Cho Oyu",2001,"Autumn",2001-09-10,2001-09-30,2001-10-10,"Bad weather (storms, high winds)",7500,5,0,4,0,FALSE,"Explore Himalaya"
"3961","CHOY01314","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-26,2001-09-30,"Success (main peak)",8188,1,0,1,0,TRUE,"Great Escapes Trekking"
"3962","CHOY01330","CHOY","Cho Oyu",2001,"Autumn",2001-09-02,2001-09-25,2001-09-29,"Success (main peak)",8188,7,0,2,0,TRUE,"Mountain Madness"
"3963","CHOY01333","CHOY","Cho Oyu",2001,"Autumn",2001-09-06,2001-09-29,2001-10-06,"Success (main peak)",8188,6,0,3,0,FALSE,"Ang Rita Treks"
"3964","CHOY01318","CHOY","Cho Oyu",2001,"Autumn",2001-09-09,2001-10-05,2001-10-10,"Bad weather (storms, high winds)",7500,8,0,3,0,FALSE,"Windhorse Trekking"
"3965","CHOL01401","CHOL","Cholatse",2001,"Winter",2001-12-24,2002-01-07,2002-01-08,"Success (main peak)",6440,13,0,0,0,FALSE,"Echo Nepal"
"3966","DHA101302","DHA1","Dhaulagiri I",2001,"Autumn",2001-09-16,2001-10-02,2001-10-09,"Success (subpeak)",8120,2,0,3,0,FALSE,"Monterosa Treks"
"3967","DHA101303","DHA1","Dhaulagiri I",2001,"Autumn",2001-09-16,2001-10-12,2001-10-15,"Success (main peak)",8167,5,1,2,0,FALSE,"Monterosa Treks"
"3968","DHA101301","DHA1","Dhaulagiri I",2001,"Autumn",2001-09-10,2001-10-12,2001-10-16,"Success (main peak)",8167,11,0,4,0,FALSE,"Monterosa Treks"
